,Atendimento,Grupo,Cidade,Indice,Saude,Educacao,Saneamento,Receita
2983,0.4608,2,So Joo da Fronteira,0.441,0.559,0.528,0.317,0.13
2984,0.4018,2,So Joo da Baliza,0.441,0.444,0.519,0.463,0.083
2985,0.4158,2,Pin,0.441,0.529,0.446,0.537,0.129
2986,0.3804,2,Tarumirim,0.441,0.557,0.358,0.535,0.072
2987,0.4504,2,So Francisco do Maranho,0.441,0.564,0.522,0.208,0.08
2988,0.4686,2,Lagoa de So Francisco,0.441,0.532,0.587,0.197,0.105
2989,0.4092,2,Iracema,0.441,0.542,0.44,0.421,0.082
2990,0.4694,2,Mates do Norte,0.441,0.478,0.638,0.224,0.115
2991,0.4684,2,Cajueiro da Praia,0.441,0.538,0.581,0.194,0.104
2992,0.401,2,Alto Rio Doce,0.441,0.564,0.397,0.465,0.083
2993,0.3434,2,Conselheiro Pena,0.441,0.44,0.374,0.771,0.089
2994,0.4066,2,Maragogi,0.441,0.518,0.449,0.486,0.099
2995,0.3922,2,Ibimirim,0.441,0.532,0.405,0.522,0.087
2996,0.3528,2,Goiansia,0.441,0.376,0.461,0.727,0.09
2997,0.414,2,Riacho de Santana,0.441,0.498,0.498,0.384,0.078
2998,0.3312,2,Trindade,0.441,0.42,0.379,0.732,0.058
2999,0.6204,2,Barueri,0.44,0.593,0.666,0.968,0.584
3000,0.5226,2,Catas Altas,0.44,0.567,0.541,0.86,0.397
3001,0.5638,2,Cordilheira Alta,0.44,0.558,0.699,0.36,0.305
3002,0.4876,2,Pratinha,0.44,0.68,0.413,0.572,0.252
3003,0.5396,2,Vila Flores,0.44,0.687,0.504,0.512,0.316
3004,0.4928,2,Carrapateira,0.44,0.527,0.578,0.55,0.254
3005,0.4802,2,Fama,0.44,0.644,0.419,0.679,0.275
3006,0.4336,2,Carrancas,0.44,0.534,0.452,0.662,0.196
3007,0.456,2,Nova Amrica da Colina,0.44,0.598,0.444,0.549,0.196
3008,0.433,2,Ibema,0.44,0.367,0.633,0.565,0.165
3009,0.4362,2,Balnerio Gaivota,0.44,0.515,0.506,0.467,0.139
3010,0.4832,2,Porto dos Gachos,0.44,0.552,0.546,0.486,0.22
3011,0.4614,2,Conde,0.44,0.565,0.511,0.388,0.155
3012,0.41,2,Porto Xavier,0.44,0.526,0.42,0.655,0.158
3013,0.4576,2,Porto Alegre do Tocantins,0.44,0.523,0.535,0.461,0.172
3014,0.4282,2,Iati,0.44,0.555,0.458,0.428,0.115
3015,0.432,2,Seberi,0.44,0.556,0.445,0.544,0.158
3016,0.3916,2,Serra do Salitre,0.44,0.528,0.375,0.728,0.152
3017,0.4906,2,Jurema,0.44,0.545,0.595,0.299,0.173
3018,0.4616,2,Domingos Martins,0.44,0.571,0.496,0.446,0.174
3019,0.3806,2,Felisburgo,0.44,0.529,0.361,0.693,0.123
3020,0.4866,2,Coivaras,0.44,0.571,0.571,0.244,0.149
3021,0.3396,2,Tefilo Otoni,0.44,0.416,0.386,0.804,0.094
3022,0.4296,2,Leopoldo de Bulhes,0.44,0.577,0.432,0.468,0.13
3023,0.393,2,Jata,0.44,0.396,0.504,0.761,0.165
3024,0.4296,2,Santo Cristo,0.44,0.446,0.549,0.557,0.158
3025,0.346,2,guas Formosas,0.44,0.51,0.312,0.745,0.086
3026,0.3628,2,Lagoa Dourada,0.44,0.387,0.468,0.718,0.104
3027,0.3898,2,Estreito,0.44,0.518,0.413,0.528,0.087
3028,0.4452,2,Limoeiro de Anadia,0.44,0.522,0.548,0.247,0.086
3029,0.4826,2,Gramado,0.439,0.555,0.5,0.754,0.303
3030,0.5206,2,Alto do Rodrigues,0.439,0.541,0.599,0.627,0.323
3031,0.5676,2,Vanini,0.439,0.6,0.627,0.58,0.384
3032,0.4908,2,Carneirinho,0.439,0.598,0.479,0.696,0.3
3033,0.5012,2,Chiapetta,0.439,0.568,0.548,0.563,0.274
3034,0.4912,2,So Jorge,0.439,0.622,0.468,0.617,0.276
3035,0.4662,2,Mossmedes,0.439,0.586,0.484,0.476,0.191
3036,0.4704,2,Jos Boiteux,0.439,0.543,0.541,0.431,0.184
3037,0.4802,2,Antnio Carlos,0.439,0.578,0.516,0.473,0.213
3038,0.4776,2,Ouro Verde de Gois,0.439,0.655,0.439,0.445,0.2
3039,0.4212,2,Aiuruoca,0.439,0.589,0.4,0.5,0.128
3040,0.4898,2,Ielmo Marinho,0.439,0.563,0.576,0.29,0.171
3041,0.3692,2,Tapes,0.439,0.484,0.372,0.777,0.134
3042,0.41,2,Panelas,0.439,0.451,0.514,0.531,0.12
3043,0.3336,2,Guarapuava,0.439,0.444,0.346,0.811,0.088
3044,0.437,2,Santo Incio do Piau,0.439,0.537,0.48,0.491,0.151
3045,0.4212,2,Tanque Novo,0.439,0.555,0.454,0.37,0.088
3046,0.4342,2,Marilndia do Sul,0.439,0.584,0.427,0.498,0.149
3047,0.3786,2,Malacacheta,0.439,0.565,0.336,0.594,0.091
3048,0.3948,2,Nova Viosa,0.439,0.51,0.429,0.53,0.096
3049,0.4208,2,So Felipe,0.439,0.414,0.596,0.359,0.084
3050,0.4494,2,Botupor,0.439,0.55,0.503,0.397,0.141
3051,0.3588,2,Macaubal,0.439,0.366,0.455,0.884,0.152
3052,0.3982,2,Mucaja,0.439,0.526,0.436,0.419,0.067
3053,0.4214,2,Araguau,0.439,0.532,0.469,0.425,0.105
3054,0.3382,2,Frutal,0.439,0.378,0.411,0.862,0.113
3055,0.3828,2,Arenpolis,0.439,0.528,0.386,0.554,0.086
3056,0.4148,2,Brasileira,0.439,0.551,0.447,0.368,0.078
3057,0.6494,2,Cedro do Abaet,0.438,0.728,0.629,0.646,0.533
3058,0.5618,2,Celso Ramos,0.438,0.55,0.682,0.484,0.345
3059,0.5528,2,Colinas,0.438,0.5,0.693,0.632,0.378
3060,0.5326,2,Quadra,0.438,0.598,0.579,0.512,0.309
3061,0.5266,2,Princesa,0.438,0.524,0.651,0.458,0.283
3062,0.4748,2,Crrego Danta,0.438,0.582,0.482,0.602,0.246
3063,0.4374,2,Dores do Rio Preto,0.438,0.612,0.379,0.656,0.205
3064,0.3906,2,Atibaia,0.438,0.308,0.588,0.752,0.161
3065,0.4316,2,Nerpolis,0.438,0.547,0.443,0.599,0.178
3066,0.3962,2,Rio do Prado,0.438,0.539,0.383,0.647,0.137
3067,0.3998,2,Deodpolis,0.438,0.544,0.402,0.533,0.107
3068,0.431,2,Santa Cruz de Monte Castelo,0.438,0.534,0.469,0.511,0.149
3069,0.3344,2,Andradas,0.438,0.302,0.487,0.819,0.094
3070,0.4042,2,Marizpolis,0.438,0.554,0.389,0.602,0.135
3071,0.4504,2,Nordestina,0.438,0.579,0.493,0.285,0.108
3072,0.3908,2,Capela do Alto Alegre,0.438,0.5,0.422,0.59,0.11
3073,0.3634,2,Eunpolis,0.438,0.397,0.463,0.683,0.097
3074,0.4152,2,Dom Vioso,0.438,0.613,0.336,0.678,0.178
3075,0.396,2,Maragogipe,0.438,0.401,0.539,0.53,0.1
3076,0.429,2,Alvorada do Norte,0.438,0.549,0.442,0.564,0.163
3077,0.4076,2,Cruz do Esprito Santo,0.438,0.545,0.435,0.403,0.078
3078,0.4364,2,gua Fria,0.438,0.557,0.485,0.321,0.098
3079,0.419,2,Eliseu Martins,0.438,0.37,0.61,0.523,0.135
3080,0.394,2,Estncia Velha,0.438,0.4,0.52,0.631,0.13
3081,0.4832,2,Caldeiro Grande do Piau,0.438,0.549,0.605,0.117,0.108
3082,0.3556,2,Alterosa,0.438,0.544,0.293,0.741,0.104
3083,0.393,2,Conceio,0.438,0.563,0.38,0.478,0.079
3084,0.386,2,Goianira,0.438,0.497,0.417,0.584,0.102
3085,0.5068,2,Inaciolndia,0.437,0.592,0.547,0.467,0.256
3086,0.5546,2,Santa Tereza,0.437,0.578,0.62,0.611,0.377
3087,0.4082,2,Itupeva,0.437,0.326,0.585,0.845,0.219
3088,0.5392,2,Inhacor,0.437,0.56,0.618,0.569,0.34
3089,0.4298,2,Jaguarau,0.437,0.5,0.458,0.778,0.233
3090,0.4622,2,Cafezal do Sul,0.437,0.548,0.504,0.534,0.207
3091,0.4848,2,Aurilndia,0.437,0.618,0.47,0.551,0.248
3092,0.435,2,So Carlos do Iva,0.437,0.589,0.402,0.627,0.193
3093,0.4916,2,Caridade do Piau,0.437,0.459,0.685,0.27,0.17
3094,0.43,2,Cambuci,0.437,0.243,0.731,0.678,0.202
3095,0.4506,2,Quilombo,0.437,0.534,0.517,0.414,0.151
3096,0.3668,2,Imbituva,0.437,0.531,0.333,0.69,0.106
3097,0.4666,2,Conceio do Canind,0.437,0.546,0.542,0.354,0.157
3098,0.3782,2,Santa Rita de Caldas,0.437,0.553,0.342,0.619,0.101
3099,0.4564,2,Joaquim Felcio,0.437,0.607,0.444,0.475,0.18
3100,0.4406,2,Malhada de Pedras,0.437,0.539,0.511,0.311,0.103
3101,0.3564,2,Fronteira,0.437,0.447,0.364,0.912,0.16
3102,0.4634,2,Godofredo Viana,0.437,0.447,0.654,0.235,0.115
3103,0.3222,2,Teixeira de Freitas,0.437,0.378,0.389,0.82,0.077
3104,0.4212,2,Cururupu,0.437,0.474,0.541,0.323,0.076
3105,0.4396,2,Betnia,0.437,0.528,0.509,0.379,0.124
3106,0.3936,2,Ubara,0.437,0.393,0.55,0.477,0.082
3107,0.369,2,Figueira,0.437,0.542,0.325,0.693,0.111
3108,0.6222,2,Casimiro de Abreu,0.436,0.625,0.67,0.727,0.521
3109,0.5466,2,Vitria Brasil,0.436,0.615,0.536,0.82,0.431
3110,0.5568,2,Chapado do Cu,0.436,0.567,0.609,0.77,0.432
3111,0.5534,2,Porto Rico,0.436,0.607,0.6,0.538,0.353
3112,0.4652,2,Santana do Garambu,0.436,0.675,0.351,0.724,0.274
3113,0.4652,2,Malhada dos Bois,0.436,0.557,0.485,0.624,0.242
3114,0.407,2,Nova Prata,0.436,0.393,0.54,0.683,0.169
3115,0.375,2,So Marcos,0.436,0.45,0.406,0.825,0.163
3116,0.4492,2,Augusto Pestana,0.436,0.529,0.502,0.519,0.184
3117,0.4028,2,Groaras,0.436,0.339,0.602,0.588,0.132
3118,0.352,2,Santa Adlia,0.436,0.222,0.576,0.942,0.164
3119,0.436,2,Ribeiro do Largo,0.436,0.532,0.484,0.469,0.148
3120,0.4228,2,Carrasco Bonito,0.436,0.535,0.441,0.58,0.162
3121,0.4334,2,Peixe-Boi,0.436,0.544,0.484,0.368,0.111
3122,0.4964,2,Francisco Macedo,0.436,0.59,0.561,0.268,0.18
3123,0.4242,2,Jequita,0.436,0.569,0.436,0.413,0.111
3124,0.414,2,Santa Brbara de Gois,0.436,0.534,0.422,0.612,0.158
3125,0.3456,2,Cascavel,0.436,0.295,0.515,0.795,0.108
3126,0.4354,2,Campo Grande,0.436,0.522,0.492,0.475,0.149
3127,0.4182,2,Satubinha,0.436,0.547,0.464,0.309,0.069
3128,0.3936,2,Epitaciolndia,0.436,0.551,0.397,0.442,0.072
3129,0.4194,2,Pancas,0.436,0.507,0.484,0.447,0.115
3130,0.3628,2,Pedro Canrio,0.436,0.336,0.509,0.758,0.124
3131,0.4206,2,Cristpolis,0.436,0.534,0.472,0.367,0.091
3132,0.4046,2,Santa Cruz do Piau,0.436,0.528,0.436,0.456,0.095
3133,0.3632,2,Senhora dos Remdios,0.436,0.559,0.313,0.59,0.072
3134,0.5256,2,Jambeiro,0.435,0.523,0.61,0.696,0.362
3135,0.4866,2,Costa Rica,0.435,0.526,0.543,0.681,0.295
3136,0.3734,2,Brotas,0.435,0.288,0.548,0.927,0.195
3137,0.4418,2,Mucug,0.435,0.527,0.49,0.523,0.175
3138,0.3748,2,Montenegro,0.435,0.24,0.62,0.794,0.154
3139,0.497,2,Severiano de Almeida,0.435,0.5,0.626,0.427,0.233
3140,0.4432,2,Santana do Itarar,0.435,0.539,0.491,0.455,0.156
3141,0.3128,2,Ibitinga,0.435,0.123,0.605,0.956,0.108
3142,0.3984,2,Brejo dos Santos,0.435,0.533,0.406,0.546,0.114
3143,0.4052,2,Ibipeba,0.435,0.541,0.423,0.462,0.098
3144,0.403,2,Ipueiras,0.435,0.322,0.637,0.468,0.097
3145,0.3846,2,Macabas,0.435,0.36,0.562,0.505,0.079
3146,0.4156,2,Jesutas,0.435,0.437,0.537,0.508,0.13
3147,0.4148,2,Barraco,0.435,0.507,0.459,0.551,0.142
3148,0.449,2,Vieirpolis,0.435,0.566,0.49,0.351,0.133
3149,0.415,2,Mortugaba,0.435,0.528,0.464,0.387,0.091
3150,0.358,2,Ccero Dantas,0.435,0.357,0.503,0.607,0.07
3151,0.3572,2,Bueno Brando,0.435,0.55,0.31,0.599,0.066
3152,0.5588,2,Suzanpolis,0.434,0.594,0.591,0.717,0.424
3153,0.4912,2,Contendas do Sincor,0.434,0.548,0.575,0.382,0.21
3154,0.466,2,Cabo Frio,0.434,0.414,0.611,0.726,0.28
3155,0.4362,2,Salto do Lontra,0.434,0.524,0.498,0.426,0.137
3156,0.4086,2,Santa Izabel do Oeste,0.434,0.559,0.4,0.524,0.125
3157,0.415,2,Estrela do Indai,0.434,0.465,0.48,0.683,0.185
3158,0.4514,2,Jardim do Mulato,0.434,0.532,0.526,0.36,0.141
3159,0.4706,2,Rio Bananal,0.434,0.584,0.496,0.426,0.193
3160,0.4488,2,Brotas de Macabas,0.434,0.531,0.528,0.326,0.126
3161,0.4264,2,Bandeira,0.434,0.528,0.46,0.533,0.156
3162,0.379,2,Reduto,0.434,0.57,0.323,0.623,0.109
3163,0.3694,2,So Sep,0.434,0.526,0.331,0.746,0.133
3164,0.361,2,Nazareno,0.434,0.443,0.394,0.78,0.131
3165,0.4442,2,Santa Amlia,0.434,0.439,0.578,0.539,0.187
3166,0.4046,2,Bocaiva do Sul,0.434,0.553,0.4,0.518,0.117
3167,0.3832,2,So Borja,0.434,0.478,0.411,0.692,0.138
3168,0.4636,2,Nova Tebas,0.434,0.58,0.499,0.357,0.16
3169,0.3784,2,Santa Maria do Salto,0.434,0.318,0.564,0.685,0.128
3170,0.4142,2,Alcobaa,0.434,0.536,0.44,0.476,0.119
3171,0.3262,2,Ouro Fino,0.434,0.368,0.405,0.81,0.085
3172,0.4252,2,Frei Miguelinho,0.434,0.467,0.552,0.323,0.088
3173,0.3642,2,So Joaquim,0.434,0.493,0.374,0.625,0.087
3174,0.3834,2,Palmeira das Misses,0.434,0.402,0.494,0.649,0.125
3175,0.4058,2,Nova Andradina,0.434,0.322,0.62,0.597,0.145
3176,0.38,2,Palmpolis,0.434,0.553,0.346,0.59,0.102
3177,0.4278,2,Mncio Lima,0.434,0.508,0.511,0.35,0.101
3178,0.4352,2,Lus Correia,0.434,0.554,0.494,0.245,0.08
3179,0.433,2,Rodrigues Alves,0.434,0.517,0.523,0.272,0.085
3180,0.5698,2,Rosrio do Catete,0.433,0.534,0.677,0.664,0.427
3181,0.5054,2,Campos Borges,0.433,0.559,0.576,0.455,0.257
3182,0.4306,2,Lavras do Sul,0.433,0.519,0.447,0.714,0.221
3183,0.4896,2,Godoy Moreira,0.433,0.542,0.572,0.413,0.22
3184,0.3772,2,Porto Alegre,0.433,0.355,0.482,0.95,0.212
3185,0.4876,2,Campo Azul,0.433,0.554,0.564,0.367,0.202
3186,0.4476,2,Pedra Bela,0.433,0.5,0.534,0.465,0.17
3187,0.424,2,Porto Lucena,0.433,0.552,0.434,0.515,0.148
3188,0.454,2,Cumaru,0.433,0.487,0.582,0.315,0.132
3189,0.392,2,Itabera,0.433,0.492,0.432,0.563,0.112
3190,0.4424,2,Piles,0.433,0.561,0.484,0.34,0.122
3191,0.4558,2,Dois Irmos do Buriti,0.433,0.57,0.481,0.444,0.177
3192,0.417,2,Aramari,0.433,0.525,0.465,0.415,0.105
3193,0.4124,2,So Jos da Boa Vista,0.433,0.532,0.425,0.571,0.148
3194,0.4418,2,Santa Quitria do Maranho,0.433,0.5,0.558,0.252,0.093
3195,0.4062,2,Mendes Pimentel,0.433,0.532,0.422,0.523,0.123
3196,0.4756,2,Jatob do Piau,0.433,0.544,0.574,0.236,0.142
3197,0.356,2,Mogi das Cruzes,0.433,0.208,0.603,0.884,0.158
3198,0.3664,2,Ervlia,0.433,0.53,0.346,0.587,0.08
3199,0.4122,2,Santa Quitria,0.433,0.383,0.605,0.373,0.085
3200,0.4386,2,Brejo,0.433,0.446,0.614,0.204,0.073
3201,0.3912,2,Morrinhos,0.433,0.237,0.697,0.488,0.088
3202,0.5036,2,Magda,0.432,0.586,0.481,0.855,0.384
3203,0.4332,2,Sapucaia,0.432,0.57,0.397,0.73,0.232
3204,0.5014,2,Lajedinho,0.432,0.595,0.547,0.36,0.223
3205,0.5274,2,Arabut,0.432,0.533,0.653,0.362,0.265
3206,0.4612,2,Paraibuna,0.432,0.542,0.487,0.637,0.248
3207,0.4584,2,Parana,0.432,0.575,0.44,0.695,0.262
3208,0.4424,2,Britnia,0.432,0.561,0.446,0.576,0.198
3209,0.4574,2,Coxixola,0.432,0.574,0.461,0.559,0.217
3210,0.4054,2,Cau,0.432,0.522,0.399,0.719,0.185
3211,0.4638,2,Atalaia,0.432,0.451,0.589,0.594,0.239
3212,0.5024,2,Bela Vista da Caroba,0.432,0.572,0.584,0.28,0.2
3213,0.4284,2,Chorroch,0.432,0.439,0.571,0.406,0.122
3214,0.434,2,Taparuba,0.432,0.63,0.353,0.632,0.204
3215,0.4304,2,Nova Aurora,0.432,0.475,0.518,0.533,0.166
3216,0.4094,2,Paulista,0.432,0.54,0.436,0.415,0.095
3217,0.3596,2,So Joaquim de Bicas,0.432,0.481,0.359,0.734,0.118
3218,0.4366,2,David Canabarro,0.432,0.514,0.483,0.572,0.189
3219,0.468,2,Alto Boa Vista,0.432,0.523,0.563,0.349,0.168
3220,0.3778,2,Centralina,0.432,0.449,0.443,0.603,0.105
3221,0.3986,2,Nova Itarana,0.432,0.534,0.409,0.507,0.107
3222,0.4778,2,Paulino Neves,0.432,0.5,0.638,0.128,0.113
3223,0.4272,2,Tanhau,0.432,0.526,0.488,0.364,0.108
3224,0.447,2,Amontada,0.432,0.386,0.68,0.251,0.103
3225,0.3198,2,Vargem Grande do Sul,0.432,0.307,0.431,0.947,0.123
3226,0.401,2,Helipolis,0.432,0.515,0.436,0.477,0.103
3227,0.3308,2,Pelotas,0.432,0.418,0.357,0.832,0.104
3228,0.5368,2,Pedra Grande,0.431,0.56,0.632,0.414,0.3
3229,0.5462,2,Santo Antnio dos Milagres,0.431,0.533,0.71,0.197,0.245
3230,0.489,2,Angelina,0.431,0.527,0.597,0.332,0.197
3231,0.3664,2,Ouro Verde,0.431,0.297,0.538,0.836,0.162
3232,0.3868,2,Santo Antnio da Alegria,0.431,0.604,0.271,0.801,0.184
3233,0.4362,2,Xambr,0.431,0.546,0.465,0.476,0.159
3234,0.3746,2,Mairipor,0.431,0.324,0.551,0.672,0.123
3235,0.4098,2,Barra Longa,0.431,0.583,0.374,0.534,0.135
3236,0.3812,2,Matinhos,0.431,0.225,0.648,0.753,0.16
3237,0.4316,2,Santana dos Montes,0.431,0.607,0.383,0.558,0.178
3238,0.4318,2,Me d'gua,0.431,0.534,0.458,0.546,0.175
3239,0.4064,2,Jacara,0.431,0.539,0.423,0.466,0.108
3240,0.4178,2,Monsenhor Hiplito,0.431,0.546,0.453,0.356,0.091
3241,0.4062,2,Olho d'gua,0.431,0.531,0.426,0.493,0.117
3242,0.4172,2,Esplanada,0.431,0.495,0.481,0.491,0.134
3243,0.4088,2,Piranhas,0.431,0.522,0.413,0.657,0.174
3244,0.4294,2,Guaraniau,0.431,0.544,0.457,0.461,0.145
3245,0.3652,2,Brasilndia de Minas,0.431,0.54,0.329,0.607,0.088
3246,0.4628,2,Amap do Maranho,0.431,0.531,0.559,0.261,0.134
3247,0.4196,2,Rubelita,0.431,0.577,0.421,0.379,0.102
3248,0.407,2,Amap,0.431,0.464,0.519,0.337,0.069
3249,0.4628,2,Milagres do Maranho,0.431,0.559,0.548,0.155,0.1
3250,0.3968,2,Santa Brbara do Par,0.431,0.565,0.39,0.405,0.074
3251,0.376,2,Ubaporanga,0.431,0.55,0.352,0.514,0.076
3252,0.3996,2,Graja,0.431,0.421,0.533,0.439,0.09
3253,0.3598,2,Mundo Novo,0.431,0.397,0.468,0.571,0.069
3254,0.545,2,Morro Grande,0.43,0.619,0.587,0.411,0.313
3255,0.4946,2,Unio do Sul,0.43,0.539,0.567,0.501,0.261
3256,0.4746,2,Palminpolis,0.43,0.476,0.595,0.505,0.231
3257,0.4702,2,Medeiros,0.43,0.538,0.519,0.546,0.237
3258,0.3762,2,So Jos dos Pinhais,0.43,0.333,0.515,0.855,0.185
3259,0.4258,2,Tenente Portela,0.43,0.525,0.464,0.499,0.151
3260,0.4636,2,Maripolis,0.43,0.553,0.495,0.531,0.222
3261,0.3474,2,Torrinha,0.43,0.271,0.525,0.872,0.145
3262,0.4872,2,Vertente do Lrio,0.43,0.562,0.586,0.156,0.14
3263,0.4536,2,Novorizonte,0.43,0.527,0.527,0.386,0.16
3264,0.408,2,Ira,0.43,0.517,0.445,0.479,0.116
3265,0.384,2,Ibatiba,0.43,0.495,0.409,0.585,0.112
3266,0.4692,2,Santa Cruz,0.43,0.566,0.526,0.311,0.162
3267,0.4326,2,Sidrolndia,0.43,0.536,0.47,0.459,0.151
3268,0.3496,2,Divisa Nova,0.43,0.275,0.533,0.818,0.132
3269,0.4236,2,Candeal,0.43,0.508,0.508,0.305,0.086
3270,0.3966,2,General Cmara,0.43,0.596,0.346,0.48,0.099
3271,0.3516,2,Macei,0.43,0.264,0.57,0.675,0.09
3272,0.3804,2,Alvorada,0.43,0.533,0.368,0.565,0.1
3273,0.419,2,Jardim Alegre,0.43,0.528,0.458,0.441,0.123
3274,0.3578,2,Raul Soares,0.43,0.529,0.325,0.615,0.081
3275,0.4286,2,So Bernardo,0.43,0.444,0.588,0.255,0.079
3276,0.3578,2,Papagaios,0.43,0.555,0.29,0.672,0.099
3277,0.4484,2,Taquarana,0.43,0.574,0.491,0.259,0.112
3278,0.3538,2,Laranjal do Jari,0.43,0.492,0.36,0.585,0.065
3279,0.5678,2,It,0.429,0.544,0.676,0.563,0.399
3280,0.5232,2,Marzago,0.429,0.564,0.577,0.583,0.334
3281,0.4932,2,Dona Francisca,0.429,0.52,0.566,0.607,0.294
3282,0.5078,2,Ernestina,0.429,0.652,0.47,0.536,0.295
3283,0.4484,2,Foz do Jordo,0.429,0.566,0.452,0.553,0.206
3284,0.4518,2,Quatis,0.429,0.43,0.545,0.855,0.309
3285,0.4876,2,Floresta do Piau,0.429,0.555,0.562,0.349,0.204
3286,0.4446,2,Cromnia,0.429,0.577,0.438,0.528,0.193
3287,0.4294,2,Hidrolndia,0.429,0.568,0.436,0.436,0.139
3288,0.405,2,Santo Augusto,0.429,0.311,0.625,0.603,0.153
3289,0.3358,2,Itapevi,0.429,0.262,0.509,0.896,0.137
3290,0.4418,2,Santa Cruz do Escalvado,0.429,0.597,0.413,0.53,0.189
3291,0.3908,2,Carazinho,0.429,0.347,0.549,0.701,0.162
3292,0.4312,2,So Joo do Car,0.429,0.506,0.521,0.31,0.102
3293,0.43,2,So Vicente do Serid,0.429,0.577,0.452,0.286,0.092
3294,0.3822,2,Virgolndia,0.429,0.537,0.363,0.585,0.111
3295,0.3908,2,Arapoema,0.429,0.477,0.448,0.518,0.104
3296,0.4516,2,Dois Riachos,0.429,0.55,0.515,0.291,0.128
3297,0.3222,2,Paraispolis,0.429,0.383,0.373,0.847,0.099
3298,0.4064,2,Esprito Santo do Dourado,0.429,0.665,0.279,0.565,0.144
3299,0.4176,2,Crabas,0.429,0.546,0.447,0.377,0.102
3300,0.4012,2,Canto do Buriti,0.429,0.551,0.416,0.369,0.072
3301,0.39,2,Nova Ftima,0.429,0.423,0.488,0.596,0.128
3302,0.451,2,Curralinhos,0.429,0.581,0.476,0.333,0.141
3303,0.361,2,Piedade de Caratinga,0.429,0.535,0.314,0.675,0.107
3304,0.3808,2,Pontalina,0.429,0.482,0.407,0.636,0.126
3305,0.4776,2,Pedro do Rosrio,0.429,0.535,0.607,0.083,0.104
3306,0.3786,2,Abati,0.429,0.489,0.404,0.586,0.107
3307,0.3684,2,Sertnia,0.429,0.404,0.477,0.553,0.08
3308,0.3712,2,Cordisburgo,0.429,0.511,0.377,0.539,0.08
3309,0.6114,2,Nova Boa Vista,0.428,0.535,0.769,0.495,0.449
3310,0.6554,2,Lagoa Santa,0.428,0.747,0.63,0.501,0.523
3311,0.558,2,Iomer,0.428,0.524,0.675,0.578,0.392
3312,0.4996,2,Novo Horizonte do Norte,0.428,0.573,0.563,0.355,0.226
3313,0.4464,2,Santa Brbara do Sul,0.428,0.49,0.513,0.619,0.226
3314,0.491,2,So Joo do Oeste,0.428,0.511,0.614,0.33,0.205
3315,0.3972,2,Garanhuns,0.428,0.411,0.491,0.726,0.182
3316,0.427,2,Guaraciama,0.428,0.556,0.438,0.468,0.147
3317,0.4164,2,Cambar do Sul,0.428,0.531,0.406,0.709,0.208
3318,0.3904,2,Pescador,0.428,0.549,0.339,0.74,0.176
3319,0.456,2,Caracol,0.428,0.533,0.549,0.225,0.116
3320,0.4164,2,Capela Nova,0.428,0.658,0.318,0.465,0.13
3321,0.4324,2,Trairi,0.428,0.398,0.647,0.208,0.072
3322,0.4736,2,Capito Gervsio Oliveira,0.428,0.535,0.578,0.217,0.142
3323,0.3912,2,Varzelndia,0.428,0.535,0.402,0.442,0.082
3324,0.4038,2,Bocaina de Minas,0.428,0.567,0.377,0.53,0.131
3325,0.3626,2,So Jos da Laje,0.428,0.576,0.279,0.649,0.103
3326,0.4108,2,Flores,0.428,0.505,0.475,0.38,0.094
3327,0.4122,2,Cachoeira dos ndios,0.428,0.505,0.479,0.369,0.093
3328,0.3124,2,Santo Antnio da Platina,0.428,0.402,0.338,0.833,0.082
3329,0.4096,2,Colinas,0.428,0.5,0.486,0.329,0.076
3330,0.4034,2,Rio do Pires,0.428,0.529,0.433,0.413,0.093
3331,0.5284,2,Bom Jesus,0.427,0.6,0.565,0.47,0.312
3332,0.44,2,Itabira,0.427,0.404,0.54,0.911,0.312
3333,0.3822,2,Joinville,0.427,0.329,0.54,0.767,0.173
3334,0.4566,2,Lamim,0.427,0.599,0.452,0.421,0.181
3335,0.4714,2,Salitre,0.427,0.509,0.61,0.155,0.119
3336,0.3726,2,Medianeira,0.427,0.269,0.603,0.644,0.119
3337,0.3522,2,Prata,0.427,0.576,0.242,0.766,0.125
3338,0.4534,2,Presidente Juscelino,0.427,0.562,0.525,0.16,0.093
3339,0.3798,2,Jequeri,0.427,0.564,0.334,0.559,0.103
3340,0.3446,2,Belm,0.427,0.254,0.562,0.699,0.091
3341,0.404,2,gua Branca,0.427,0.535,0.42,0.461,0.11
3342,0.4804,2,Novo Santo Antnio,0.427,0.511,0.605,0.263,0.17
3343,0.4412,2,Vargem Alta,0.427,0.58,0.44,0.446,0.166
3344,0.4444,2,guas de Chapec,0.427,0.511,0.527,0.369,0.146
3345,0.431,2,Barra do Ouro,0.427,0.547,0.454,0.457,0.153
3346,0.3172,2,Nepomuceno,0.427,0.417,0.338,0.787,0.076
3347,0.414,2,Governador Luiz Rocha,0.427,0.427,0.559,0.371,0.098
3348,0.4152,2,Igreja Nova,0.427,0.54,0.447,0.378,0.102
3349,0.4274,2,Ituau,0.427,0.539,0.478,0.319,0.103
3350,0.393,2,So Miguel do Tocantins,0.427,0.487,0.459,0.398,0.073
3351,0.2692,2,So Joo de Meriti,0.427,0.153,0.496,0.939,0.048
3352,0.5582,2,Madre de Deus,0.426,0.449,0.686,0.966,0.521
3353,0.5174,2,Arenpolis,0.426,0.584,0.563,0.461,0.293
