,Atendimento,Grupo,Cidade,Indice,Saude,Educacao,Saneamento,Receita
1092,0.4674,4,Patu,0.509,0.544,0.584,0.495,0.081
1093,0.5058,4,Mirinzal,0.509,0.529,0.695,0.302,0.081
1094,0.485,4,Acopiara,0.509,0.524,0.648,0.406,0.081
1095,0.4946,4,Acara,0.509,0.541,0.651,0.384,0.089
1096,0.4412,4,Tanquinho,0.509,0.5,0.558,0.657,0.09
1097,0.429,4,Pombal,0.509,0.583,0.445,0.713,0.089
1098,0.6842,4,So Manoel do Paran,0.508,0.564,0.941,0.577,0.411
1099,0.6042,4,Carmpolis,0.508,0.582,0.738,0.868,0.381
1100,0.558,4,Macednia,0.508,0.611,0.649,0.705,0.27
1101,0.4724,4,Presidente Bernardes,0.508,0.551,0.547,0.767,0.166
1102,0.5096,4,Jussara,0.508,0.56,0.603,0.776,0.222
1103,0.49,4,Ibitira de Minas,0.508,0.619,0.513,0.747,0.186
1104,0.4466,4,Joanpolis,0.508,0.417,0.631,0.79,0.137
1105,0.4224,4,Manhumirim,0.508,0.536,0.472,0.77,0.096
1106,0.5014,4,Stio Novo do Tocantins,0.508,0.575,0.624,0.42,0.109
1107,0.4466,4,Belmonte,0.508,0.472,0.589,0.698,0.111
1108,0.4586,4,Macaba,0.508,0.497,0.606,0.556,0.087
1109,0.4098,4,Ribeiro do Pinhal,0.508,0.462,0.523,0.772,0.079
1110,0.4936,4,Conde,0.508,0.556,0.628,0.425,0.1
1111,0.451,4,Santa Isabel do Iva,0.508,0.539,0.531,0.689,0.115
1112,0.4226,4,Eugenpolis,0.508,0.538,0.477,0.721,0.083
1113,0.4872,4,Ipanguau,0.508,0.546,0.619,0.475,0.106
1114,0.4556,4,Mamanguape,0.508,0.558,0.547,0.499,0.068
1115,0.4824,4,Quatro Barras,0.507,0.551,0.552,0.853,0.206
1116,0.5346,4,Prata,0.507,0.585,0.672,0.427,0.159
1117,0.4562,4,Santa Rita de Jacutinga,0.507,0.555,0.512,0.775,0.147
1118,0.459,4,Uchoa,0.507,0.591,0.459,0.929,0.195
1119,0.3966,4,Santa Brbara d'Oeste,0.507,0.272,0.658,0.989,0.123
1120,0.4076,4,Osvaldo Cruz,0.507,0.392,0.565,0.937,0.124
1121,0.505,4,Fundo,0.507,0.564,0.606,0.662,0.185
1122,0.419,4,Panorama,0.507,0.474,0.503,0.939,0.141
1123,0.47,4,Areial,0.507,0.53,0.583,0.625,0.124
1124,0.492,4,Tururu,0.507,0.527,0.652,0.438,0.102
1125,0.4832,4,Turvolndia,0.507,0.585,0.549,0.643,0.148
1126,0.508,4,Verdejante,0.507,0.574,0.629,0.469,0.134
1127,0.4252,4,Paranaiguara,0.507,0.579,0.413,0.91,0.142
1128,0.4872,4,Leme do Prado,0.507,0.528,0.606,0.69,0.168
1129,0.396,4,Curvelo,0.507,0.425,0.526,0.834,0.078
1130,0.459,4,Serra Negra do Norte,0.507,0.526,0.565,0.64,0.113
1131,0.4874,4,So Tom,0.507,0.519,0.645,0.485,0.109
1132,0.493,4,Redeno,0.507,0.561,0.618,0.447,0.107
1133,0.4706,4,Inhuma,0.507,0.532,0.606,0.456,0.077
1134,0.4088,4,Gouveia,0.507,0.552,0.431,0.769,0.078
1135,0.4902,4,Caldeiro Grande,0.507,0.509,0.66,0.481,0.113
1136,0.4928,4,Monsenhor Gil,0.507,0.533,0.65,0.415,0.098
1137,0.3872,4,Lorena,0.507,0.29,0.626,0.966,0.104
1138,0.4238,4,Cajazeiras,0.507,0.504,0.516,0.695,0.079
1139,0.4704,4,Pilar,0.507,0.571,0.562,0.485,0.086
1140,0.3966,4,Abaet,0.507,0.442,0.509,0.839,0.081
1141,0.542,4,Carvalhpolis,0.506,0.619,0.596,0.807,0.28
1142,0.4882,4,Jundia,0.506,0.396,0.701,0.956,0.247
1143,0.4458,4,Jaboticabal,0.506,0.369,0.65,0.974,0.191
1144,0.4286,4,Quatigu,0.506,0.502,0.499,0.887,0.141
1145,0.4974,4,Coqueiro Seco,0.506,0.583,0.578,0.623,0.165
1146,0.4454,4,Palmares,0.506,0.48,0.578,0.697,0.111
1147,0.472,4,Borborema,0.506,0.539,0.575,0.635,0.132
1148,0.4666,4,So Joo dos Patos,0.506,0.555,0.567,0.513,0.089
1149,0.4228,4,Monte Aprazvel,0.506,0.468,0.521,0.897,0.136
1150,0.4284,4,Santa Helena de Gois,0.506,0.549,0.463,0.805,0.118
1151,0.4334,4,Imperatriz,0.506,0.35,0.682,0.727,0.103
1152,0.4834,4,Cuit,0.506,0.596,0.559,0.49,0.107
1153,0.4002,4,Jequi,0.506,0.367,0.587,0.857,0.093
1154,0.4404,4,Ipor,0.506,0.45,0.607,0.639,0.088
1155,0.4454,4,Tiangu,0.506,0.391,0.683,0.583,0.079
1156,0.4652,4,So Joo do Piau,0.506,0.573,0.549,0.493,0.082
1157,0.4302,4,Catol do Rocha,0.506,0.576,0.464,0.628,0.071
1158,0.5846,4,Marapoama,0.505,0.598,0.685,0.862,0.357
1159,0.508,4,Altinpolis,0.505,0.534,0.608,0.89,0.256
1160,0.5326,4,Murutinga do Sul,0.505,0.642,0.571,0.696,0.237
1161,0.5832,4,Ivatuba,0.505,0.522,0.796,0.592,0.28
1162,0.5122,4,Tamboara,0.505,0.584,0.609,0.581,0.175
1163,0.5016,4,Conceio da Barra,0.505,0.556,0.612,0.625,0.172
1164,0.5092,4,Sabudia,0.505,0.516,0.679,0.532,0.156
1165,0.5038,4,Querncia do Norte,0.505,0.528,0.667,0.463,0.129
1166,0.4874,4,Restinga,0.505,0.597,0.512,0.856,0.219
1167,0.4678,4,Capitlio,0.505,0.541,0.54,0.809,0.177
1168,0.4438,4,Boa Esperana do Sul,0.505,0.508,0.514,0.922,0.175
1169,0.4252,4,Patrocnio,0.505,0.493,0.505,0.857,0.13
1170,0.4174,4,Perdigo,0.505,0.513,0.475,0.832,0.111
1171,0.4642,4,Nazrio,0.505,0.541,0.562,0.612,0.115
1172,0.4732,4,Pedra Branca,0.505,0.489,0.643,0.521,0.102
1173,0.4968,4,So Julio,0.505,0.572,0.611,0.456,0.118
1174,0.4762,4,Tau,0.505,0.405,0.733,0.516,0.105
1175,0.4766,4,Estncia,0.505,0.527,0.602,0.581,0.125
1176,0.3908,4,Caet,0.505,0.4,0.538,0.849,0.078
1177,0.4744,4,Lapo,0.505,0.596,0.539,0.513,0.102
1178,0.4172,4,Ribeiro,0.505,0.402,0.603,0.71,0.076
1179,0.415,4,Telmaco Borba,0.505,0.477,0.498,0.89,0.125
1180,0.5258,4,Mirama,0.505,0.491,0.755,0.376,0.137
1181,0.448,4,Colinas do Tocantins,0.505,0.494,0.569,0.686,0.114
1182,0.499,4,Vrzea Grande,0.505,0.564,0.62,0.476,0.127
1183,0.3988,4,Mirassol,0.505,0.299,0.636,0.965,0.124
1184,0.458,4,Bom Jesus,0.505,0.528,0.573,0.546,0.088
1185,0.4894,4,Sigefredo Pacheco,0.505,0.536,0.65,0.342,0.075
1186,0.4622,4,Afonso Bezerra,0.505,0.531,0.576,0.552,0.097
1187,0.6032,4,Taboleiro Grande,0.504,0.667,0.705,0.462,0.272
1188,0.5508,4,Inga,0.504,0.677,0.578,0.625,0.244
1189,0.5424,4,Motuca,0.504,0.591,0.627,0.779,0.276
1190,0.5752,4,Rio Bom,0.504,0.583,0.736,0.485,0.238
1191,0.4426,4,Poloni,0.504,0.491,0.533,0.889,0.165
1192,0.4466,4,Inconfidentes,0.504,0.567,0.492,0.691,0.115
1193,0.5112,4,Porto,0.504,0.534,0.692,0.33,0.104
1194,0.4594,4,Nova Floresta,0.504,0.539,0.568,0.516,0.083
1195,0.4268,4,Osasco,0.504,0.361,0.627,0.941,0.158
1196,0.482,4,Batalha,0.504,0.545,0.605,0.497,0.11
1197,0.454,4,Dom Expedito Lopes,0.504,0.541,0.548,0.575,0.092
1198,0.42,4,Aimors,0.504,0.535,0.465,0.772,0.1
1199,0.4568,4,So Pedro do Iva,0.504,0.532,0.537,0.748,0.146
1200,0.4678,4,Serra Branca,0.504,0.526,0.594,0.531,0.099
1201,0.4642,4,Barbosa Ferraz,0.504,0.528,0.576,0.599,0.113
1202,0.4056,4,Sumar,0.504,0.342,0.604,0.968,0.136
1203,0.4458,4,Inimutaba,0.504,0.566,0.498,0.645,0.101
1204,0.3978,4,Feira de Santana,0.504,0.362,0.602,0.747,0.061
1205,0.4348,4,Igarassu,0.504,0.459,0.594,0.583,0.068
1206,0.442,4,Limoeiro do Norte,0.504,0.426,0.636,0.61,0.086
1207,0.3904,4,Rio Pomba,0.504,0.558,0.379,0.841,0.078
1208,0.4314,4,Tucano,0.504,0.367,0.679,0.59,0.065
1209,0.63,4,Divina Pastora,0.503,0.587,0.81,0.619,0.356
1210,0.6044,4,Laje do Muria,0.503,0.746,0.588,0.738,0.354
1211,0.4652,4,Curitiba,0.503,0.368,0.684,0.971,0.222
1212,0.56,4,So Francisco,0.503,0.602,0.689,0.482,0.218
1213,0.5002,4,Italva,0.503,0.476,0.665,0.786,0.219
1214,0.5504,4,Fernandes Tourinho,0.503,0.628,0.627,0.612,0.242
1215,0.5084,4,Santa Clara do Sul,0.503,0.511,0.671,0.596,0.178
1216,0.4928,4,Colnia do Piau,0.503,0.565,0.618,0.398,0.098
1217,0.5172,4,Pureza,0.503,0.53,0.708,0.316,0.11
1218,0.4938,4,So Pedro,0.503,0.556,0.62,0.458,0.117
1219,0.4624,4,Assa,0.503,0.555,0.529,0.707,0.144
1220,0.4602,4,Ftima,0.503,0.538,0.564,0.559,0.097
1221,0.4616,4,Nova Cana,0.503,0.561,0.553,0.49,0.08
1222,0.4274,4,Palma,0.503,0.541,0.473,0.761,0.109
1223,0.4618,4,Messias,0.503,0.576,0.516,0.643,0.125
1224,0.4682,4,Palmeira dos ndios,0.503,0.533,0.591,0.501,0.093
1225,0.4484,4,Montanhas,0.503,0.59,0.487,0.582,0.088
1226,0.4906,4,Cerro Cor,0.503,0.543,0.633,0.414,0.101
1227,0.4136,4,So Geraldo,0.503,0.523,0.471,0.728,0.08
1228,0.477,4,Filadlfia,0.503,0.579,0.562,0.489,0.103
1229,0.4378,4,Baturit,0.503,0.416,0.638,0.61,0.081
1230,0.4756,4,Matriz de Camaragibe,0.503,0.556,0.585,0.473,0.096
1231,0.439,4,Altinho,0.503,0.533,0.528,0.576,0.073
1232,0.6576,4,Linha Nova,0.502,0.746,0.708,0.554,0.38
1233,0.5756,4,Mucurici,0.502,0.653,0.645,0.619,0.282
1234,0.5032,4,Feliz,0.502,0.532,0.634,0.641,0.184
1235,0.485,4,Guaimb,0.502,0.598,0.501,0.881,0.227
1236,0.5302,4,Tejup,0.502,0.587,0.626,0.646,0.225
1237,0.442,4,Piracicaba,0.502,0.329,0.679,0.98,0.194
1238,0.4426,4,Engenheiro Caldas,0.502,0.551,0.494,0.733,0.123
1239,0.4712,4,Forquilhinha,0.502,0.542,0.56,0.688,0.152
1240,0.5132,4,Caiara do Rio do Vento,0.502,0.482,0.698,0.664,0.206
1241,0.559,4,Rio Fortuna,0.502,0.591,0.712,0.376,0.189
1242,0.473,4,Ch Grande,0.502,0.523,0.601,0.558,0.117
1243,0.5002,4,So Jos dos Baslios,0.502,0.546,0.651,0.386,0.107
1244,0.452,4,Santa Rita do Passa Quatro,0.502,0.381,0.654,0.915,0.19
1245,0.5034,4,Umari,0.502,0.536,0.666,0.391,0.113
1246,0.4816,4,Cassilndia,0.502,0.548,0.574,0.677,0.164
1247,0.4852,4,Caravelas,0.502,0.537,0.611,0.541,0.13
1248,0.4062,4,Andrelndia,0.502,0.571,0.399,0.8,0.091
1249,0.4556,4,Brejes,0.502,0.532,0.558,0.578,0.098
1250,0.4582,4,Monte Carlo,0.502,0.565,0.511,0.707,0.139
1251,0.4908,4,Ouro Branco,0.502,0.557,0.598,0.56,0.144
1252,0.4224,4,Alagoa Grande,0.502,0.51,0.509,0.661,0.074
1253,0.4642,4,Dom Silvrio,0.502,0.526,0.565,0.674,0.139
1254,0.4578,4,Indaial,0.502,0.369,0.702,0.734,0.147
1255,0.4442,4,Jatob,0.502,0.446,0.608,0.684,0.113
1256,0.4726,4,Santa Brbara,0.502,0.554,0.591,0.406,0.073
1257,0.4862,4,Barra do Rocha,0.502,0.564,0.583,0.557,0.137
1258,0.4058,4,Salinas,0.502,0.51,0.47,0.725,0.069
1259,0.4014,4,Sete Lagoas,0.502,0.323,0.615,0.961,0.131
1260,0.47,4,Sooretama,0.502,0.578,0.531,0.621,0.132
1261,0.4138,4,Astolfo Dutra,0.502,0.508,0.485,0.733,0.083
1262,0.4882,4,Novo Oriente do Piau,0.502,0.532,0.639,0.413,0.099
1263,0.4604,4,Sade,0.502,0.453,0.65,0.543,0.096
1264,0.3822,4,Caruaru,0.501,0.38,0.537,0.867,0.077
1265,0.6786,4,Dorespolis,0.501,0.73,0.727,0.789,0.479
1266,0.6232,4,Flornea,0.501,0.599,0.745,0.891,0.428
1267,0.6116,4,Serranpolis do Iguau,0.501,0.59,0.778,0.577,0.322
1268,0.5248,4,Santos,0.501,0.347,0.808,0.982,0.314
1269,0.5806,4,So Jorge do Patrocnio,0.501,0.569,0.742,0.586,0.281
1270,0.4828,4,Iara,0.501,0.612,0.508,0.701,0.174
1271,0.429,4,Heliodora,0.501,0.575,0.431,0.826,0.133
1272,0.535,4,Tufilndia,0.501,0.549,0.712,0.368,0.153
1273,0.4664,4,Palestina,0.501,0.512,0.563,0.81,0.182
1274,0.443,4,Recife,0.501,0.336,0.699,0.799,0.145
1275,0.488,4,Prola,0.501,0.572,0.574,0.584,0.148
1276,0.4576,4,Santa Maria de Itabira,0.501,0.524,0.565,0.606,0.11
1277,0.4954,4,Itanham,0.501,0.478,0.663,0.709,0.195
1278,0.4956,4,Nova Campina,0.501,0.553,0.596,0.657,0.18
1279,0.4896,4,Acaiaca,0.501,0.534,0.601,0.677,0.178
1280,0.4708,4,Pocinhos,0.501,0.585,0.543,0.496,0.098
1281,0.5022,4,Encanto,0.501,0.55,0.634,0.495,0.143
1282,0.4026,4,Rodeiro,0.501,0.592,0.357,0.895,0.115
1283,0.4354,4,Brejo do Cruz,0.501,0.535,0.5,0.701,0.107
1284,0.4264,4,Bom Jardim de Minas,0.501,0.657,0.343,0.835,0.132
1285,0.4666,4,Nsia Floresta,0.501,0.548,0.572,0.498,0.093
1286,0.4488,4,So Domingos do Prata,0.501,0.566,0.507,0.603,0.098
1287,0.459,4,Iau,0.501,0.561,0.534,0.578,0.105
1288,0.4552,4,Pentecoste,0.501,0.529,0.567,0.524,0.084
1289,0.4512,4,Imbituba,0.501,0.541,0.532,0.634,0.11
1290,0.426,4,Rolndia,0.501,0.488,0.525,0.737,0.104
1291,0.717,4,Nova Aliana do Iva,0.5,0.731,0.829,0.547,0.465
1292,0.6476,4,So Jos do Inhacor,0.5,0.594,0.827,0.649,0.396
1293,0.6538,4,Silva Jardim,0.5,0.771,0.672,0.572,0.383
1294,0.5806,4,Jumirim,0.5,0.635,0.652,0.745,0.329
1295,0.5846,4,Rafael Godeiro,0.5,0.587,0.754,0.421,0.241
1296,0.4894,4,Monte Mor,0.5,0.478,0.639,0.799,0.213
1297,0.5234,4,Areias,0.5,0.627,0.56,0.733,0.243
1298,0.4802,4,So Loureno da Serra,0.5,0.537,0.586,0.644,0.155
1299,0.4688,4,Ibirarema,0.5,0.425,0.639,0.912,0.216
1300,0.3912,4,So Sebastio do Paraso,0.5,0.509,0.414,0.93,0.11
1301,0.4364,4,Laranjal Paulista,0.5,0.273,0.737,0.884,0.162
1302,0.4118,4,Ilicnea,0.5,0.557,0.424,0.782,0.097
1303,0.4642,4,Quixer,0.5,0.542,0.569,0.528,0.099
1304,0.5046,4,Pedras de Fogo,0.5,0.584,0.615,0.416,0.125
1305,0.4872,4,Cedral,0.5,0.567,0.608,0.368,0.086
1306,0.5246,4,Petrolndia,0.5,0.568,0.667,0.41,0.153
1307,0.5002,4,Hugo Napoleo,0.5,0.537,0.639,0.521,0.149
1308,0.5322,4,Anchieta,0.5,0.52,0.732,0.384,0.157
1309,0.4812,4,Curimat,0.5,0.531,0.626,0.416,0.092
1310,0.5012,4,Vitorino Freire,0.5,0.531,0.679,0.295,0.086
1311,0.4754,4,Araoiaba,0.5,0.536,0.609,0.429,0.087
1312,0.4414,4,Coronel Murta,0.5,0.516,0.543,0.606,0.089
1313,0.4052,4,So Vicente de Minas,0.5,0.537,0.417,0.885,0.118
1314,0.47,4,Lagoa d'Anta,0.5,0.51,0.609,0.54,0.112
1315,0.4934,4,Reriutaba,0.5,0.52,0.661,0.401,0.105
1316,0.4304,4,Igua,0.5,0.462,0.578,0.6,0.072
1317,0.4684,4,Lucena,0.5,0.561,0.555,0.541,0.11
1318,0.4358,4,Boca da Mata,0.5,0.528,0.503,0.729,0.117
1319,0.4656,4,Ch de Alegria,0.5,0.537,0.575,0.534,0.104
1320,0.4634,4,Paramirim,0.5,0.614,0.496,0.522,0.097
1321,0.4048,4,Lambari,0.5,0.473,0.49,0.819,0.098
1322,0.4314,4,Junco do Serid,0.5,0.55,0.479,0.688,0.099
1323,0.4744,4,Triunfo,0.5,0.53,0.613,0.429,0.086
1324,0.4428,4,Piaabuu,0.5,0.562,0.498,0.613,0.094
1325,0.4772,4,Madalena,0.5,0.522,0.629,0.407,0.084
1326,0.609,3,Uniflor,0.499,0.581,0.787,0.532,0.309
1327,0.5426,3,Capivari do Sul,0.499,0.698,0.531,0.677,0.255
1328,0.5892,3,Barra do Guarita,0.499,0.526,0.818,0.453,0.258
1329,0.4574,3,So Paulo,0.499,0.342,0.693,0.97,0.217
1330,0.5186,3,Argirita,0.499,0.548,0.626,0.758,0.245
1331,0.4948,3,Caiabu,0.499,0.55,0.578,0.784,0.218
1332,0.4908,3,Guadalupe,0.499,0.561,0.577,0.667,0.178
1333,0.5016,3,Congo,0.499,0.515,0.659,0.55,0.16
1334,0.5066,3,Senador Georgino Avelino,0.499,0.533,0.641,0.61,0.185
1335,0.456,3,Glia,0.499,0.54,0.517,0.796,0.166
1336,0.489,3,Marilena,0.499,0.559,0.596,0.526,0.135
1337,0.4844,3,Anita Garibaldi,0.499,0.526,0.613,0.577,0.144
1338,0.5412,3,Perobal,0.499,0.57,0.683,0.486,0.2
1339,0.503,3,Cristinpolis,0.499,0.547,0.65,0.405,0.121
1340,0.5018,3,Santa Teresinha,0.499,0.586,0.616,0.356,0.105
1341,0.5522,3,So Francisco de Itabapoana,0.499,0.549,0.744,0.343,0.175
1342,0.4546,3,Jaguarari,0.499,0.448,0.623,0.68,0.131
1343,0.4134,3,Cachoeirinha,0.499,0.528,0.462,0.732,0.087
1344,0.4376,3,Santa Brbara,0.499,0.513,0.498,0.884,0.166
1345,0.4626,3,Marialva,0.499,0.505,0.579,0.687,0.145
1346,0.475,3,Independncia,0.499,0.475,0.671,0.411,0.083
1347,0.4934,3,Senador La Rocque,0.499,0.559,0.613,0.456,0.123
1348,0.3866,3,Tup,0.499,0.336,0.575,0.951,0.111
1349,0.472,3,Pastos Bons,0.499,0.537,0.601,0.43,0.084
1350,0.4572,3,Guaratinga,0.499,0.543,0.553,0.536,0.094
1351,0.443,3,Mato Verde,0.499,0.538,0.532,0.543,0.075
1352,0.4342,3,Firminpolis,0.499,0.539,0.517,0.532,0.059
1353,0.4536,3,Anastcio,0.499,0.587,0.492,0.611,0.11
1354,0.4328,3,Estiva,0.499,0.531,0.509,0.626,0.084
1355,0.6366,3,Ilhabela,0.498,0.676,0.727,0.625,0.377
1356,0.5944,3,Nova Alvorada,0.498,0.602,0.73,0.594,0.308
1357,0.517,3,Leandro Ferreira,0.498,0.627,0.556,0.669,0.219
1358,0.4956,3,Rio dos Cedros,0.498,0.544,0.625,0.502,0.14
1359,0.4328,3,Taubat,0.498,0.323,0.667,0.967,0.184
1360,0.5088,3,Igarap do Meio,0.498,0.556,0.661,0.331,0.11
1361,0.5032,3,Pranchita,0.498,0.562,0.612,0.558,0.168
1362,0.4264,3,Natal,0.498,0.37,0.638,0.763,0.116
1363,0.4636,3,Oeiras,0.498,0.527,0.591,0.461,0.082
1364,0.4142,3,Afogados da Ingazeira,0.498,0.469,0.517,0.764,0.099
1365,0.4614,3,Jucs,0.498,0.56,0.547,0.508,0.093
1366,0.4208,3,Sanhar,0.498,0.36,0.655,0.647,0.074
1367,0.4158,3,Penedo,0.498,0.484,0.523,0.64,0.065
1368,0.3918,3,Senhor do Bonfim,0.498,0.306,0.642,0.751,0.063
1369,0.4388,3,Lagamar,0.498,0.426,0.61,0.722,0.122
1370,0.5314,3,Jerumenha,0.498,0.595,0.662,0.329,0.143
1371,0.5086,3,Moreilndia,0.498,0.593,0.611,0.416,0.135
1372,0.478,3,Guaraciaba do Norte,0.498,0.475,0.676,0.409,0.088
1373,0.4778,3,Buritirana,0.498,0.537,0.618,0.379,0.079
1374,0.4648,3,Vargem,0.498,0.572,0.526,0.611,0.128
1375,0.4832,3,Alto Alegre do Pindar,0.498,0.533,0.63,0.385,0.09
1376,0.5806,3,So Domingos do Sul,0.497,0.568,0.736,0.611,0.295
1377,0.5042,3,Rosana,0.497,0.563,0.575,0.819,0.245
1378,0.512,3,Pirajuba,0.497,0.59,0.553,0.876,0.274
1379,0.4932,3,Grossos,0.497,0.534,0.62,0.571,0.158
1380,0.4712,3,Getlio Vargas,0.497,0.538,0.572,0.607,0.136
1381,0.4756,3,Echapor,0.497,0.533,0.554,0.818,0.204
1382,0.537,3,Modelo,0.497,0.533,0.699,0.567,0.221
1383,0.4896,3,Lindolfo Collor,0.497,0.537,0.595,0.677,0.184
1384,0.4228,3,Vargem Alegre,0.497,0.531,0.467,0.784,0.118
1385,0.4856,3,Jandara,0.497,0.54,0.611,0.498,0.126
1386,0.5048,3,So Francisco do Oeste,0.497,0.534,0.642,0.559,0.172
1387,0.4296,3,Socorro,0.497,0.362,0.659,0.709,0.106
1388,0.4088,3,Tatu,0.497,0.375,0.575,0.941,0.144
1389,0.4926,3,Paulistana,0.497,0.535,0.648,0.362,0.097
1390,0.504,3,Graa,0.497,0.538,0.668,0.344,0.108
1391,0.4476,3,Jeric,0.497,0.527,0.543,0.588,0.098
1392,0.444,3,Mairi,0.497,0.545,0.519,0.587,0.092
1393,0.4802,3,Ibiapina,0.497,0.528,0.629,0.386,0.087
1394,0.4918,3,Jardim,0.497,0.546,0.633,0.375,0.101
1395,0.4106,3,Rio Casca,0.497,0.499,0.475,0.796,0.105
1396,0.4538,3,Pitimbu,0.497,0.564,0.543,0.407,0.055
1397,0.657,3,Santa Cruz da Esperana,0.496,0.634,0.786,0.739,0.445
1398,0.5948,3,Mercedes,0.496,0.63,0.718,0.475,0.278
1399,0.4684,3,Corblia,0.496,0.456,0.635,0.699,0.16
1400,0.5038,3,Ocauu,0.496,0.479,0.657,0.818,0.247
1401,0.4566,3,Brana,0.496,0.577,0.466,0.88,0.197
1402,0.4534,3,Conquista,0.496,0.551,0.49,0.856,0.185
1403,0.5332,3,Barcelona,0.496,0.534,0.706,0.457,0.186
1404,0.5148,3,Palma Sola,0.496,0.518,0.685,0.49,0.168
1405,0.4262,3,Cianorte,0.496,0.49,0.514,0.775,0.123
1406,0.4824,3,Lucas do Rio Verde,0.496,0.457,0.659,0.69,0.18
1407,0.4918,3,Loreto,0.496,0.535,0.641,0.394,0.107
1408,0.4594,3,Cuitegi,0.496,0.551,0.542,0.57,0.111
1409,0.4388,3,Dona Eusbia,0.496,0.587,0.443,0.75,0.134
1410,0.4232,3,Itanhomi,0.496,0.534,0.478,0.685,0.092
1411,0.5064,3,Poo de Pedras,0.496,0.542,0.67,0.323,0.108
1412,0.4514,3,Elesbo Veloso,0.496,0.563,0.529,0.48,0.073
1413,0.4676,3,Umirim,0.496,0.442,0.682,0.457,0.09
1414,0.4048,3,Caranda,0.496,0.443,0.519,0.803,0.1
1415,0.451,3,Vertentes,0.496,0.516,0.565,0.548,0.093
1416,0.4032,3,Nazar,0.496,0.295,0.678,0.704,0.07
1417,0.5722,3,Lagoa de Velhos,0.495,0.55,0.749,0.525,0.263
1418,0.4706,3,Miguelpolis,0.495,0.495,0.57,0.899,0.223
1419,0.5142,3,Rio do Campo,0.495,0.533,0.665,0.512,0.175
1420,0.4524,3,Campina do Monte Alegre,0.495,0.559,0.48,0.851,0.184
1421,0.451,3,Nipo,0.495,0.508,0.523,0.891,0.193
1422,0.407,3,Leme,0.495,0.299,0.641,0.98,0.155
1423,0.5116,3,Turvnia,0.495,0.543,0.645,0.548,0.182
1424,0.4784,3,Primeiro de Maio,0.495,0.599,0.524,0.592,0.146
1425,0.481,3,Ubirajara,0.495,0.56,0.541,0.774,0.203
1426,0.424,3,Guaiara,0.495,0.501,0.483,0.884,0.152
1427,0.5104,3,Conceio do Castelo,0.495,0.566,0.622,0.534,0.176
1428,0.4158,3,Nova Friburgo,0.495,0.237,0.744,0.803,0.117
1429,0.5046,3,Marechal Floriano,0.495,0.64,0.538,0.53,0.167
1430,0.4362,3,Rio Piracicaba,0.495,0.405,0.611,0.811,0.149
1431,0.4452,3,Cristalndia,0.495,0.556,0.516,0.534,0.082
1432,0.4054,3,Salgueiro,0.495,0.478,0.491,0.758,0.089
1433,0.417,3,Carmo da Cachoeira,0.495,0.54,0.447,0.777,0.111
1434,0.4154,3,Jos Bonifcio,0.495,0.363,0.602,0.907,0.147
1435,0.4654,3,Z Doca,0.495,0.539,0.591,0.384,0.067
1436,0.4718,3,Xanxer,0.495,0.534,0.585,0.537,0.121
1437,0.4702,3,Acajutiba,0.495,0.549,0.58,0.448,0.093
1438,0.4722,3,Presidente Juscelino,0.495,0.558,0.561,0.54,0.123
1439,0.4664,3,Santo Amaro das Brotas,0.495,0.529,0.586,0.495,0.102
1440,0.5062,3,Abaiara,0.495,0.55,0.658,0.343,0.115
1441,0.4782,3,Itatuba,0.495,0.572,0.573,0.434,0.101
1442,0.3916,3,Itabaiana,0.495,0.378,0.568,0.748,0.066
1443,0.4874,3,Cam,0.495,0.59,0.575,0.406,0.107
1444,0.4388,3,Cear-Mirim,0.495,0.528,0.53,0.55,0.078
1445,0.5424,3,Belmiro Braga,0.494,0.699,0.536,0.6,0.242
1446,0.5858,3,Curral Velho,0.494,0.583,0.753,0.433,0.257
1447,0.5186,3,Pomerode,0.494,0.539,0.653,0.605,0.209
1448,0.4276,3,Adamantina,0.494,0.317,0.663,0.953,0.178
1449,0.4902,3,Santa Luzia do Norte,0.494,0.529,0.621,0.545,0.151
1450,0.5074,3,Serafina Corra,0.494,0.558,0.61,0.629,0.201
1451,0.4412,3,Madre de Deus de Minas,0.494,0.554,0.471,0.805,0.156
1452,0.522,3,Baixio,0.494,0.573,0.652,0.415,0.16
1453,0.546,3,Porto do Mangue,0.494,0.56,0.705,0.43,0.2
1454,0.517,3,Almino Afonso,0.494,0.571,0.64,0.449,0.163
1455,0.4534,3,Antnio Prado,0.494,0.49,0.56,0.78,0.167
1456,0.386,3,Arcos,0.494,0.513,0.397,0.925,0.11
1457,0.3874,3,Ja,0.494,0.28,0.624,0.98,0.129
1458,0.4474,3,Floriano,0.494,0.576,0.493,0.58,0.099
1459,0.418,3,Matip,0.494,0.564,0.429,0.744,0.104
1460,0.472,3,Santa Luzia do Paru,0.494,0.526,0.613,0.397,0.082
1461,0.5122,3,Ipor do Oeste,0.494,0.524,0.679,0.445,0.155
1462,0.4478,3,Sum,0.494,0.511,0.558,0.581,0.101
1463,0.4366,3,So Jos de Piranhas,0.494,0.525,0.527,0.564,0.079
1464,0.4976,3,So Joo do Arraial,0.494,0.536,0.654,0.355,0.108
1465,0.4474,3,Condado,0.494,0.531,0.535,0.596,0.105
1466,0.4342,3,Soledade de Minas,0.494,0.604,0.423,0.704,0.117
